Codi,Latitud,Longitud,Nom,Adreça,Municipi,DM,Comarca,ST,SE,Naturalesa,TipusCentre,Estudis,Web,Logo,Web-Nodes,Web-Propi,Telefons,Mail,Twitter,Instagram,Codi-SE,Codi-SEZ
43004189,40.70100465,0.716555654,Escola Sant Jaume,"av. de Mallorca, 56 - 43877 Sant Jaume d'Enveja",Sant Jaume d'Enveja,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipsantjaume,https://drive.google.com/thumbnail?id=1c90BAVxM74ptP2ahpGFroh4XjI4QSAGz,https://agora.xtec.cat/ceipsantjaume,,977468402,e3004189@xtec.cat,,,TEB04,43870802
43004232,40.814670758,0.525731763,Escola La Mercè,"c. Providència, 11-15 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-lamerce-tortosa,https://drive.google.com/thumbnail?id=1o9baMXB3xyScIhJ1KHragNwAxjIx_dT_,https://agora.xtec.cat/esc-lamerce-tortosa,,"977441566, 977441566",e3004232@xtec.cat,,,TEB03,43870801
43004244,40.805375054,0.521459062,Escola El Temple,"c. Adrià d'Utrech, s/n - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaeltemple,https://drive.google.com/thumbnail?id=1sxICeAXYzspTU-M1VZmZrbWjIbVnvAQF,https://agora.xtec.cat/escolaeltemple,,"977442521, 977442521",e3004244@xtec.cat,,,TEB03,43870801
43004256,40.814662325,0.512220638,Escola Ferreries,"av. Marcel·lí Domingo, 28 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipferreries,https://drive.google.com/thumbnail?id=1eG_Si8JvqyGVTa3Rx2U0QR_c2W07I9OJ,https://agora.xtec.cat/ceipferreries,,"977503299, 977503299",e3004256@xtec.cat,,,TEB03,43870801
43004268,40.815457555,0.522387724,Escola Remolins,"c. Sta. Anna, s/n - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/escolaremolins,,,https://blocs.xtec.cat/escolaremolins,977442158,e3004268@xtec.cat,,,TEB03,43870801
43004311,40.809890386,0.522968743,Nuestra Señora de la Consolación,"c. Argentina, 32-34 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,CFPM",,,,,"977440326, 977443002",e3004311@xtec.cat,,,TEB03,43870801
43004372,40.806485674,0.518976393,Teresià,"c. Rosselló, 31-37 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Privat,IE,"EINF1C,EINF2C,EPRI,ESO",https://tortosa.escolateresiana.com,https://drive.google.com/thumbnail?id=1sf5894mU1xYETFTykJnXl_-mhV8TONdz,,https://tortosa.escolateresiana.com,"977440444, 977440660",e3004372@xtec.cat,@fet_tortosa,,TEB03,43870801
43004402,40.812531431,0.523465812,Sagrada Família,"c. Pujada al Seminari, 16 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",,,,,"977440888, 977511017",e3004402@xtec.cat,,,TEB03,43870801
43004438,40.812638023,0.514266676,Institut Joaquin Bau,"av. Estadi, 14 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,INS,"ESO,BATX,CFPM,TEGM,TEGS",https://agora.xtec.cat/insdertosa,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aeVdjS1pPYUt3Wms,https://agora.xtec.cat/insdertosa,,"977501310, 977503423",e3004438@xtec.cat,@insdertosa,,TEB03,43870801
43004441,40.814808701,0.515276909,Institut de l'Ebre,"av. Colom, 34-42 - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Públic,INS,"ESO,BATX,CFPM,CFPS",https://www.iesebre.com,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abk04blhIZmh6REU,,https://www.iesebre.com,"977500949, 977503064",e3004441@xtec.cat,@Institut_Ebre,,TEB03,43870801
43004463,40.599107726,0.440651433,Escola Ramón y Cajal,"av. de les Escoles, 4 - 43550 Ulldecona",Ulldecona,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipulldecona,,https://agora.xtec.cat/ceipulldecona,,977720066,e3004463@xtec.cat,,,TEB04,43870802
43004487,41.320961732,0.880068612,Escola Montsant - ZER Montsant-Serra de Prades,"c. Verge de Montserrat, 2 - 43363 Ulldemolins",Ulldemolins,,Priorat,TAR,SE del Priorat,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolamontsant,,https://agora.xtec.cat/escolamontsant,,977561680,e3004487@xtec.cat,,,TAR05,43870704
43004505,41.242496701,1.248829121,Escola Mare de Déu del Roser,"c. Major, 1 - 43144 Vallmoll",Vallmoll,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipvallmoll,https://drive.google.com/thumbnail?id=1GRvQ-Vu_rK8Pz2-ourHQRbiXV6EuQwiR,https://agora.xtec.cat/ceipvallmoll,,977637215,e3004505@xtec.cat,,,TAR01,43870702
43004517,41.301353,1.203414,Escola Rocabruna - ZER El Francolí,"c. Rosari, 25, baixos - 43491 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceiprocabruna,https://drive.google.com/thumbnail?id=1a3Qt8rFHBNUogD2mFDxhHsrSk9ipJWPA,https://agora.xtec.cat/ceiprocabruna,,977606859,e3004517@xtec.cat,,,TAR01,43870702
43004529,41.288298365,1.25179018,Escola Mare de Déu de la Candela,"pg. dels Caputxins, 16 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmdcandela-valls,https://drive.google.com/thumbnail?id=1xwqele6IIbU2ogwGcPKNX-DV3HHe6n8s,https://agora.xtec.cat/ceipmdcandela-valls,,977608429,e3004529@xtec.cat,@EscolaLaCandela,,TAR01,43870702
43004530,41.288548614,1.246756443,Escola Baltasar Segú,"c. Creu de Cames, s/n - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipbaltasar,https://drive.google.com/thumbnail?id=1CKjrv-p5R6vP6Kz84ffM5tXTftyUhRO4,https://agora.xtec.cat/ceipbaltasar,,977600044,e3004530@xtec.cat,@EscBaltasarSeg,,TAR01,43870702
43004554,41.284934014,1.248400625,Cor de Maria,"c. Cor de Maria, 2 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Privat,IE,"EINF1C,EINF2C,EPRI,ESO",http://www.cordemariavalls.cat,https://drive.google.com/thumbnail?id=1Lj9GeVH9-APkwSZXmnD0autOmf3pAs3m,,http://www.cordemariavalls.cat,977601172,e3004554@xtec.cat,,,TAR01,43870702
43004581,41.289402332,1.25354141,Claret,"pl. de la Creu, 1 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",https://www.claretvalls.cat,https://drive.google.com/thumbnail?id=1keqtyKhon4c-9GWbke7-Ea7KYjSW9zv_,,https://www.claretvalls.cat,"977600421, 977613212",e3004581@xtec.cat,@claretvalls,,TAR01,43870702
43004591,41.289136576,1.251636011,Mare de Déu del Lledó,"c. Santa Joaquima de Vedruna, 2 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Privat,ESC,"EINF1C,EINF2C,EPRI",http://www.lledovalls.org,https://drive.google.com/thumbnail?id=1-PFpQJ5KV5eeYc-NduFL0pO_P0H8gTZd,,http://www.lledovalls.org,977600452,e3004591@xtec.cat,@VedrunaValls,vedruna.valls,TAR01,43870702
43004608,41.291207234,1.257977431,Institut Narcís Oller,"c. Francesc Gumà Ferran, 1 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/iesnarcisoller,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aSmNUZHBlaVlpN2c,https://agora.xtec.cat/iesnarcisoller,,"977601094, 977605605",e3004608@xtec.cat,@InsNarcisOller,,TAR01,43870702
43004611,41.288548614,1.246756443,Institut Jaume Huguet,"c. Creu de Cames, s/n - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,INS,"ESO,BATX,CFPM,CFPS,PFI",http://www.institutjaumehuguet.cat,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQmNuR2FYb1JKbE0,,http://www.institutjaumehuguet.cat,"977600938, 977612565",e3004611@xtec.cat,@InsJaumeHuguet,,TAR01,43870702
43004633,41.289315196,1.258402783,Escola Eugeni d'Ors,"pl. de l'Estació, 2 - 43800 Valls",Valls,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaeugenidorsvalls,https://drive.google.com/thumbnail?id=1pkYu6HB9udQjWmb33sRKCxLeGw3LUlO9,https://agora.xtec.cat/escolaeugenidorsvalls,,977605405,e3004633@xtec.cat,@Esc_EugeniDOrs,,TAR01,43870702
43004657,40.990833622,0.919446598,Escola Mestral,"c. Vandellòs, 10 - 43890 Vandellòs i l'Hospitalet de l'Infant",Vandellòs i l'Hospitalet de l'Infant,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmestral,https://drive.google.com/thumbnail?id=1pkIApPyNQJyaNbT92L5H3gsXUq6xFQYE,https://agora.xtec.cat/ceipmestral,,"977823190, 977823946",e3004657@xtec.cat,,,TAR03,43870707
43004700,41.019101357,0.857253138,Escola Valdelors,"c. Afores, s/n - 43890 Vandellòs i l'Hospitalet de l'Infant",Vandellòs i l'Hospitalet de l'Infant,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-valdelors-vandellos,,https://agora.xtec.cat/ceip-valdelors-vandellos,,977824014,e3004700@xtec.cat,,,TAR03,43870707
43004736,41.184929834,1.524313674,Escola Els Secallets,"av. Parlament Catalunya, 19 - 43880 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipsecallets,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aZko1bE45UllBdFE,https://agora.xtec.cat/ceipsecallets,,"977680504, 977680504",e3004736@xtec.cat,,,TAR04,43870703
43004748,41.219095034,1.5396349,Escola Àngel Guimerà,"c. Apel.les Fenosa, 9 - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-aguimera-vendrell,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aQnNhd0xKYWpzWXM,https://agora.xtec.cat/ceip-aguimera-vendrell,,"977660860, 977668123",e3004748@xtec.cat,,,TAR04,43870703
43004761,41.223683495,1.536938392,Sagrat Cor,"ctra. de Valls, 26 - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",,,,,"977660173, 977661451",e3004761@xtec.cat,,,TAR04,43870703
43004797,41.213248061,1.525933392,Institut Baix Penedès,"av. Salvador Palau Rabassó, 1 - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,INS,"ESO,BATX",https://institutbaixpenedes.cat,https://drive.google.com/thumbnail?id=1Mh_y2Zot-art7ADuEPvc9JQQRY93w1hV,,https://institutbaixpenedes.cat,"977667082, 977667898",e3004797@xtec.cat,,institutbaixpenedes,TAR04,43870703
43004803,41.214124321,1.522969161,Institut Andreu Nin,"av. Salvador Palau Rabassó, 18 - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,INS,"ESO,BATX,CFPM,CFPS",https://agora.xtec.cat/insandreunin,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8abi0xMkdtVHhhSEE,https://agora.xtec.cat/insandreunin,,"977157130, 977157129",e3004803@xtec.cat,@instiandreunin,,TAR04,43870703
43004815,41.213975151,1.523740091,Escola Pau Casals,"av. S. Palau Rabassó, 7 - 43700 El Vendrell",El Vendrell,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://escolaprimariapaucasals.blogspot.com,https://drive.google.com/thumbnail?id=1b3A69tHixfyrW1N2LZOGj5I85eNaXlkA,,https://escolaprimariapaucasals.blogspot.com,"977661358, 977661358",e3004815@xtec.cat,,escolapaucasals,TAR04,43870703
43004864,41.210524135,1.203657307,Escola Pere Virgili,"pl. de la Pau, s/n - 43141 Vilallonga del Camp",Vilallonga del Camp,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolaperevirgili,https://drive.google.com/thumbnail?id=1dKuUJWgN4QlseaPAVYpRthbH1o2TixHp,https://agora.xtec.cat/escolaperevirgili,,"977840353, 977840353",e3004864@xtec.cat,,,TAR06,43870705
43004888,41.112515367,0.937383385,Escola Font de l'Arc - ZER Baix Camp Sud,"c. Escoles, 1 - 43311 Vilanova d'Escornalbou",Vilanova d'Escornalbou,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",,,,,977837670,e3004888@xtec.cat,,,TAR03,43870707
43004921,41.308992934,1.359743207,Escola Bernardí Tolrà,"c. Afores, s/n - 43814 Vila-rodona",Vila-rodona,,Alt Camp,TAR,SE de l'Alt Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escbernarditolra,https://drive.google.com/thumbnail?id=1oQck_F_i-V09kChwtRbtgyChkw70wBeg,https://agora.xtec.cat/escbernarditolra,,977638038,e3004921@xtec.cat,,,TAR01,43870702
43004931,41.083573187,1.130895996,Escola Santa Maria del Mar,"c. Juan Manuel Muñoz Rodriguez, 5 - 43840 Salou",Salou,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escsantamaria,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aM2lNLXN0a1VMQ1U,https://agora.xtec.cat/escsantamaria,,977382302,e3004931@xtec.cat,@escsantmar,,TAR06,43870705
43004955,41.079349439,1.13463678,LLI privada Judovic,"Via Roma, 25 B - 43840 Salou",Salou,,Tarragonès,TAR,SE del Tarragonès,Privat,LLA,EINF1C,,,,,977350478,e3004955@xtec.cat,,,TAR06,43870705
43004967,41.087054993,1.126964306,Elisabeth,"c. Miquel Martí i Pol, 1 - 43840 Salou",Salou,,Tarragonès,TAR,SE del Tarragonès,Privat,IE,"EINF1C,EINF2C,EPRI,ESO,BATX",,,,,"977383851, 977384815",e3004967@xtec.cat,,,TAR06,43870705
43004979,41.110483083,1.148289772,Escola Torroja i Miret,"c. Tarragona, 9 - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-torrojaimiret,,https://agora.xtec.cat/ceip-torrojaimiret,,"977390616, 977390616",e3004979@xtec.cat,,,TAR06,43870705
43005005,41.111805269,1.147927927,Escola Sant Bernat Calvó,"c. Requet de Fèlix, 22 - 43480 Vila-seca",Vila-seca,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escolasantbernat,https://drive.google.com/thumbnail?id=1iRIwg0ny8Z9n2WCBzapyRfyeYiEbJBfC,https://agora.xtec.cat/escolasantbernat,,"977391921, 977391921",e3005005@xtec.cat,,,TAR06,43870705
43005017,41.337742191,1.177127361,Escola del Montgoi - ZER Poblet,"c. de les Escoles, s/n - 43490 Vilaverd",Vilaverd,,Conca de Barberà,TAR,SE de la Conca de Barberà,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977876021,e3005017@xtec.cat,,,TAR02,43870701
43005081,41.402119888,1.046167258,Escola Mare de Déu dels Torrents - ZER Poblet,"pg. Mestre Garcia, 1 - 43430 Vimbodí i Poblet",Vimbodí i Poblet,,Conca de Barberà,TAR,SE de la Conca de Barberà,Públic,ESC,"EINF2C,EPRI",,,,,977878244,e3005081@xtec.cat,,,TAR02,43870701
43005108,41.1845352,0.591219872,Escola Les Eres - ZER Ribera d'Ebre Nord,"c. Torre, s/n - 43792 Vinebre",Vinebre,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF1C,EINF2C,EPRI",https://blocs.xtec.cat/ceipleseresvin,https://drive.google.com/thumbnail?id=1Tcu6s-XmgxYC0apve9YVNKnYge3EYjag,,https://blocs.xtec.cat/ceipleseresvin,977405574,e3005108@xtec.cat,,,TEB02,43870803
43005121,41.113131039,1.038288855,Escola Santa Caterina,"Camí del Montroig, 4 - 43391 Vinyols i els Arcs",Vinyols i els Arcs,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/escola-santacaterina-vinyols,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aa0FQVXlQbXB1TG8,https://agora.xtec.cat/escola-santacaterina-vinyols,,977768480,e3005121@xtec.cat,,,TAR03,43870707
43005133,41.277305839,1.582209968,Escola Mare de Déu del Priorat,"av. Verge del Priorat, s/n - 43711 Banyeres del Penedès",Banyeres del Penedès,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-banyeres,https://drive.google.com/thumbnail?id=1XymgQRcVPZ_6CQdXGI_Nd-2z38vUEuao,https://agora.xtec.cat/esc-banyeres,,977670743,e3005133@xtec.cat,,,TAR04,43870703
43005145,41.181014494,1.414986514,Escola Els Ametllers,"pg. de l'Estació, 2 - 43761 La Pobla de Montornès",La Pobla de Montornès,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipelsametllers,https://drive.google.com/thumbnail?id=1bOQ5k_UUwPExZDKM3XoeLILL54Brx1TB,https://agora.xtec.cat/ceipelsametllers,,"977648259, 977648354",e3005145@xtec.cat,,escola_els_ametllers,TAR06,43870705
43005157,41.167923018,1.359291624,Escola Montoliu,"c. Alzinar, s/n - 43762 La Riera de Gaià",La Riera de Gaià,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmontoliu,https://drive.google.com/thumbnail?id=1sQNQiZM6cBUF8gyMHIZV8OMZYawxV9oY,https://agora.xtec.cat/ceipmontoliu,,977655539,e3005157@xtec.cat,,,TAR06,43870705
43005169,41.114334287,1.252575418,Escola Pau Delclòs,"c. Méndez Núñez, 14 - 43004 Tarragona",Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://escolapaudelclos.cat,https://drive.google.com/thumbnail?id=1iWiuUip7lSG9kfQS1pxh4y7qsSjg2nuX,,https://escolapaudelclos.cat,"977234316, 977234316",e3005169@xtec.cat,@DelclosPau,,TAR06,43870705
43005170,41.125304701,1.213284235,Escola La Floresta,Urbanització la Floresta - 43006 Tarragona,Tarragona,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-lafloresta,,https://agora.xtec.cat/esc-lafloresta,,"977547807, 977547807",e3005170@xtec.cat,,,TAR06,43870705
43005182,40.825648163,0.506958888,Verge de la Cinta,"ctra. Tortosa-Barcelona, s/n - 43500 Tortosa",Tortosa,,Baix Ebre,TEB,SE del Baix Ebre,Privat,EE,"EE,PFI",https://agora.xtec.cat/esc-verge-cinta,https://drive.google.com/thumbnail?id=1hrJS2hFqwHPdSqTxRUiXcEUCsT4zN31c,https://agora.xtec.cat/esc-verge-cinta,,977 597 220,e3005182@xtec.cat,@fundaciompla,,TEB03,43870801
43005194,40.813097751,0.712897091,Escola Mediterrani,"c. Girona, 2 - 43895 L'Ampolla",L'Ampolla,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-mediterrani-ampolla,https://drive.google.com/thumbnail?id=1MSx6BfrNgupRNYhnPOKhHIYy3Bt3ISPi,https://agora.xtec.cat/ceip-mediterrani-ampolla,,977460151,e3005194@xtec.cat,,,TEB03,43870801
43005224,40.708626952,0.584012046,Escola Mestre Agustí Barberà,"c. Madrid, 55 - 43870 Amposta",Amposta,,Montsià,TEB,SE del Montsià,Públic,BAIXA,,,,,,,,,,TEB04,43870802
43005297,41.244820979,1.491495384,Escola Joan Perucho,"c. Francesc Macià, 1 - 43716 Albinyana",Albinyana,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/escolajoanperucho,https://drive.google.com/thumbnail?id=18CgSmEhaKuwOdPsmcZp0-YxyqQS8UBNQ,https://agora.xtec.cat/escolajoanperucho,,"977180003, 977180002",e3005297@xtec.cat,,,TAR04,43870703
43005303,40.881514844,0.498403329,Escola Sant Jordi - ZER Riu i Serra,"c. Sant Jordi,1 - 43591 Aldover",Aldover,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",,,,,977473681,e3005303@xtec.cat,,,TEB03,43870801
43005315,40.872708523,0.400570064,Escola d'Alfara de Carles - ZER Mont Caro,"c. Afores, s/n - 43528 Alfara de Carles",Alfara de Carles,,Baix Ebre,TEB,SE del Baix Ebre,Públic,ESC,"EINF2C,EPRI",,,,,977455062,e3005315@xtec.cat,,,TEB03,43870801
43005327,41.197086617,1.111332252,Escola Ramon Sugrañes,"c. de Reus, s/n - 43393 Almoster",Almoster,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-almoster,https://drive.google.com/thumbnail?id=1QGAnEaqwfMk5zECBor5kD6wLMlx4K86I,https://agora.xtec.cat/esc-almoster,,977762020,e3005327@xtec.cat,,,TAR03,43870707
43005339,41.281133343,0.72338656,Escola Montsant - ZER Montsant,"c. Escoles, 1 - 43372 La Bisbal de Falset",La Bisbal de Falset,,Priorat,TAR,SE del Priorat,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/escmontsant-labisbaldefalset,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aM0ljTkR4Znh0Z0E,https://agora.xtec.cat/escmontsant-labisbaldefalset,,977819243,e3005339@xtec.cat,,,TAR05,43870704
43005340,41.177165268,1.101628407,Escola Santa Anna,"Camí de la Mineta, 1 - 43392 Castellvell del Camp",Castellvell del Camp,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceip-santa-anna-castellvell,https://drive.google.com/thumbnail?id=1JF0FsuHgmo0ch7mik76d-H0-sT4B4Mrh,https://agora.xtec.cat/ceip-santa-anna-castellvell,,"977855802, 977855431",e3005340@xtec.cat,@e_santaanna,,TAR03,43870707
43005364,41.170535256,1.436391162,Escola Les Eres,"c. Onze de Setembre, s/n - 43838 Creixell",Creixell,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/esc-leseresdecreixell,https://drive.google.com/thumbnail?id=1Lg0QTc0lNVlBQaRY4GLKssCE2eGNvjPA,https://agora.xtec.cat/esc-leseresdecreixell,,977800597,e3005364@xtec.cat,,,TAR06,43870705
43005376,41.145274869,0.929404206,Escola Puigmarí - ZER Baix Camp Sud,"c. Enseula, 7 - 43773 Duesaigües",Duesaigües,,Baix Camp,TAR,SE de Reus-Baix Camp,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977834417,e3005376@xtec.cat,,,TAR03,43870707
43005388,40.67040229,0.51948907,Escola Mestre Josep Roncero i Pallarès - ZER Montsià,"c. Escoles, s/n - 43558 Freginals",Freginals,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977572700,e3005388@xtec.cat,,,TEB04,43870802
43005391,40.682079442,0.465200437,Escola Sant Llorenç - ZER Montsià,"av. Catalunya, 2-4 - 43515 La Galera",La Galera,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF2C,EPRI",,,,,977719368,e3005391@xtec.cat,,,TEB04,43870802
43005406,41.137235037,0.64886853,Escola El Verger - ZER Ribera d'Ebre Nord,"c. Afores, s/n - 43749 Garcia",Garcia,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977402028,e3005406@xtec.cat,,,TEB02,43870803
43005418,40.657153343,0.469985738,Escola Sant Salvador - ZER Montsià,"c. del Molí, 42 - 43516 Godall",Godall,,Montsià,TEB,SE del Montsià,Públic,ESC,"EINF1C,EINF2C,EPRI",,,,,977738054,e3005418@xtec.cat,,,TEB04,43870802
43005421,41.27084023,1.416952662,Escola Berenguer de Montoliu - ZER Els Ceps,"c. Major, 48 - 43718 Masllorenç",Masllorenç,,Baix Penedès,TAR,SE del Baix Penedès,Públic,ESC,"EINF2C,EPRI",,,,,977628347,e3005421@xtec.cat,,,TAR04,43870703
43005443,41.04093248,0.599578484,Escola Roc Llop i Convalia - ZER Benissanet-Miravet,"c. La Creu, s/n - 43747 Miravet",Miravet,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF2C,EPRI",https://agora.xtec.cat/ceipmiravet,https://drive.google.com/thumbnail?id=1e4QSVDglekSX7KZkiMBc-1O5ypZty3zw,https://agora.xtec.cat/ceipmiravet,,977407400,e3005443@xtec.cat,,,TEB02,43870803
43005455,41.163962777,0.705193551,Escola Pius XII - ZER L'Aglà,"ctra. al Masroig, s/n - 43736 El Molar",El Molar,,Priorat,TAR,SE del Priorat,Públic,ESC,"EINF2C,EPRI",,,,,977825472,e3005455@xtec.cat,,,TAR05,43870704
43005467,41.183620223,1.376215082,Escola Les Codinetes,"Raval dels Hostalets, s/n - 43763 La Nou de Gaià",La Nou de Gaià,,Tarragonès,TAR,SE del Tarragonès,Públic,ESC,"EINF1C,EINF2C,EPRI",https://agora.xtec.cat/ceiplescodinetes,https://drive.google.com/thumbnail?id=0B8jl-qNBtH8aLU13N2kxTGU4Uzg,https://agora.xtec.cat/ceiplescodinetes,,977655390,e3005467@xtec.cat,,,TAR06,43870705
43005479,41.282924176,0.666120233,Escola 1 d'Abril - ZER Ebre,"c. Major, s/n - 43370 La Palma d'Ebre",La Palma d'Ebre,,Ribera d'Ebre,TEB,SE de Ribera d'Ebre,Públic,ESC,"EINF2C,EPRI",https://blocs.xtec.cat/escola1dabril,https://drive.google.com/thumbnail?id=1JMGUTiU0KUB2NV3E7S4gkEQfHYTD5ZkR,,https://blocs.xtec.cat/escola1dabril,977819074,e3005479@xtec.cat,,,TEB02,43870803
